master_key,source_id,trade_name,active_ingredient,strength,dosage_form,package_shape,manufacturer_ar,source,source_uri
XRDF-691,691,VERACARD 80 CTD TAB.,VERAPAMIL HYDROCHLORIDE,80 MG/CTD TAB.,أقراص ملبسة,FOR /30/CTD TAB.BLISTER P.V.D.C.,معمل السعد للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/691
XRDF-6910,6910,LEVRAMAX-250 CTD TAB.,LEVETIRACETAM,250 MG/CTD TAB.,أقراص ملبسة,FOR /20/CTD TAB.BLISTER,شركة ابن الهيثم للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6910
XRDF-6911,6911,LACTABET-300 CAP.,CEFDINIR,300 MG/CAP.,محافظ,FOR /10/CAP.BLISTER,شركة أوبري للصناعات الدوائية المحدودة المسؤولية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6911
XRDF-6912,6912,LEVRAMAX-500 CTD TAB.,LEVETIRACETAM,500 MG/CTD TAB.,أقراص ملبسة,FOR /10/CTD TAB.BLISTER,شركة ابن الهيثم للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6912
XRDF-6913,6913,LACTATED RINGER MIAMED,SODIUM CHLORIDE+CALCIUM CHLORIDE+KCL+SODIUM LACTATE,6 G+0.2G+0.3G+3.1G/1000ML.,سيروم,FOR /1000/ML.SERUM IN P.P.BAG + 2 VIAL CAP,معمل مياميد للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6913
XRDF-6914,6914,LEVRAMAX-500 CTD TAB.,LEVETIRACETAM,500 MG/CTD TAB.,أقراص ملبسة,FOR /20/CTD TAB.BLISTER,شركة ابن الهيثم للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6914
XRDF-6915,6915,LACTATED RINGER MIAMED,SODIUM CHLORIDE+CALCIUM CHLORIDE+KCL+SODIUM LACTATE,6 G+0.2G+0.3G+3.1G/1000ML.,سيروم,FOR /500/ML.SERUM IN P.P.BAG + 2 VIAL CAP,معمل مياميد للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6915
XRDF-6916,6916,LEVRAMAX-750 CTD TAB.,LEVETIRACETAM,750 MG/CTD TAB.,أقراص ملبسة,FOR /10/CTD TAB.BLISTER,شركة ابن الهيثم للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6916
XRDF-6917,6917,LACTATED RINGER MIAMED,SODIUM CHLORIDE+CALCIUM CHLORIDE+KCL+SODIUM LACTATE,6 G+0.2G+0.3G+3.1G/1000ML.,سيروم,FOR /250/ML.SERUM IN P.P.BAG + 2 VIAL CAP,معمل مياميد للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6917
XRDF-6918,6918,LEVRAMAX-750 CTD TAB.,LEVETIRACETAM,750 MG/CTD TAB.,أقراص ملبسة,FOR /20/CTD TAB.BLISTER,شركة ابن الهيثم للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6918
XRDF-6919,6919,LACTILAX,LACTITOL,10 G/15 ML.,محلول,FOR /100/ML.SYRUP IN GLASS BOTTLE,معمل النورس للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6919
XRDF-692,692,VOLTAGESIC-75 AMP.,DICLOFENAC SODIUM,75 MG/AMP.,محلول للحقن/حبابات,FOR /5/PLASTIC AMP.OF 3ML.,/الفا / المحدودة المسؤولية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/692
XRDF-6920,6920,LEXAN MOND 1.5 TAB.,BROMAZEPAM,1.5 MG/TAB.,أقراص,FOR /20/CTD TAB.BLISTER,دياموند فارما,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6920
XRDF-6921,6921,LACTITOL APHAMEA,LACTITOL,10 G/15 ML.,شراب,FOR /100/ML.SYRUP IN GLASS BOTTLE,افاميا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6921
XRDF-6922,6922,LEXAN MOND 3 TAB.,BROMAZEPAM,3 MG/TAB.,أقراص,FOR /20/CTD TAB.BLISTER,دياموند فارما,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6922
XRDF-6923,6923,LACTITREAT,LACTITOL,10 G/15 ML.,محلول,FOR /100/ML.SYRUP IN GLASS BOTTLE,شركة برولاين فارما,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6923
XRDF-6924,6924,LEXANIL-1.5 TAB.,BROMAZEPAM,1.5 MG/ TAB.,أقراص,FOR /20/TAB.BLISTER,معمل مسعود فارما,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6924
XRDF-6925,6925,LACTITREAT,LACTITOL,10 G/15 ML.,محلول,FOR /150/ML.SY.IN GLASS BOTTLE,شركة برولاين فارما,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6925
XRDF-6926,6926,LEXANIL-3 TAB.,BROMAZEPAM,3 MG/ TAB.,أقراص,FOR /20/TAB.BLISTER,معمل مسعود فارما,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6926
XRDF-6927,6927,LACTITREAT,LACTITOL,10 G/15 ML.,محلول,FOR /150/ML.SY.IN GLASS BOTTLE,شركة برولاين فارما,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6927
XRDF-6928,6928,LEXASYR-10 CTD TAB.,ESCITALOPRAM,10 MG/CTD TAB.,أقراص ملبسة,FOR /20/CTD TAB.BLISTER,الشركة السورية للدواء ( فارماسير),SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6928
XRDF-6929,6929,LACTOLAC SYRUP,LACTULOSE,3.33 G/5 ML.,شراب,FOR /100/ML.SY.IN GLASS BOTTLE,شركة دومنا للصناعة الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6929
XRDF-693,693,VERBET-16,BETAHISTINE,16 MG/TAB.,أقراص,FOR /20/TAB.BLISTER,معمل الأفق للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/693
XRDF-6930,6930,LEXASYR-20 CTD TAB.,ESCITALOPRAM,20 MG/CTD TAB.,أقراص ملبسة,FOR /20/CTD TAB.BLISTER,الشركة السورية للدواء ( فارماسير),SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6930
XRDF-6931,6931,LACTOLAC SYRUP,LACTULOSE,3.33 G/5 ML.,شراب,FOR /200/ML.SY.IN GLASS BOTTLE,شركة دومنا للصناعة الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6931
XRDF-6932,6932,LEXASYR-5 CTD TAB.,ESCITALOPRAM,5 MG/CTD TAB.,أقراص ملبسة,FOR /20/CTD TAB.BLISTER,الشركة السورية للدواء ( فارماسير),SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6932
XRDF-6933,6933,IBUPROFEN KIMI-400 CTD TAB.,IBUPROFEN,400 MG/CTD TAB.,أقراص ملبسة,FOR /20/CTD TAB.BLISTER,كيمي للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6933
XRDF-6934,6934,KAMICINE-100 AMP.,AMIKACIN,100 MG/AMP.,محلول للحقن/حبابات,FOR /5/AMP.OF 2ML.,معمل السعد للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6934
XRDF-6935,6935,IBUPROFEN KIMI-600 CTD TAB.,IBUPROFEN,600 MG/CTD TAB.,أقراص ملبسة,FOR /20/CTD TAB.BLISTER,كيمي للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6935
XRDF-6936,6936,KAMICINE-100 AMP.,AMIKACIN,100 MG/AMP.,محلول للحقن/حبابات,FOR /3/AMP.OF 2ML.,معمل السعد للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6936
XRDF-6937,6937,IBUPROFEN KIMI-600 CTD TAB.,IBUPROFEN,600 MG/CTD TAB.,أقراص ملبسة,FOR /500/CTD TAB.BLISTER,كيمي للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6937
XRDF-6938,6938,KAMICINE-500 AMP.,AMIKACIN,500 MG/AMP.,محلول للحقن/حبابات,FOR /5/AMP.OF 2ML.,معمل السعد للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6938
XRDF-6939,6939,IBUPROFEN OUBARI -400 S.GEL.CAP.,IBUPROFEN,400 MG/S.G.CAP.,محافظ جيلاتينية طرية,FOR /20/S.G.CAP.ALU.ALU.,شركة أوبري للصناعات الدوائية المحدودة المسؤولية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6939
XRDF-694,694,VOLTAGESIC-75 AMP.,DICLOFENAC SODIUM,75 MG/AMP.,محلول للحقن/حبابات,FOR/3/AMP.3ML,/الفا / المحدودة المسؤولية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/694
XRDF-6940,6940,KAMICINE-500 AMP.,AMIKACIN,500 MG/AMP.,محلول للحقن/حبابات,FOR /25/AMP.OF 2ML.,معمل السعد للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6940
XRDF-6941,6941,IBUPROFEN SALAMA CARE-400 F.CTD TAB.,IBUPROFEN,400 MG/CTD TAB.,أقراص ملبسة,FOR /20/F.CTD TAB.BLISTER,معمل سلامة كيرللصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6941
XRDF-6942,6942,KAMICINE-500 AMP.,AMIKACIN,500 MG/AMP.,محلول للحقن/حبابات,FOR /3/AMP.OF 2ML.,معمل السعد للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6942
XRDF-6943,6943,IBUPROFEN SALAMA CARE-400 F.CTD TAB.,IBUPROFEN,400 MG/CTD TAB.,أقراص ملبسة,FOR /500/F.CTD TAB.BLISTER,معمل سلامة كيرللصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6943
XRDF-6944,6944,KANA - LAMIX CREAM,LIDOCAINE,4 %,كريم,FOR /30/G.CREAM IN ALU.TUBE,معمل القنواتي للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6944
XRDF-6945,6945,IBUPROFEN SALAMA CARE-600 F.CTD TAB.,IBUPROFEN,600 MG/CTD TAB.,أقراص ملبسة,FOR /20/F.CTD TAB.BLISTER,معمل سلامة كيرللصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6945
XRDF-6946,6946,KANA-B COMPLEX SYRUP,THIAMINE+VIT.B2+B6+PP+DEXPANTHENOL,غير محدد,شراب,FOR /60/ML.SY.IN GLASS BOTTLE,معمل القنواتي للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6946
XRDF-6947,6947,IBUPROFEN SALAMA CARE-600 F.CTD TAB.,IBUPROFEN,600 MG/CTD TAB.,أقراص ملبسة,FOR /500/F.CTD TAB.BLISTER,معمل سلامة كيرللصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6947
XRDF-6948,6948,KANA-B COMPLEX SYRUP,THIAMINE+VIT.B2+B6+PP+DEXPANTHENOL,غير محدد,شراب,FOR /100/ML.SY.IN GLASS BOTTLE,معمل القنواتي للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6948
XRDF-6949,6949,IBUPROFEN SALAMA CARE-800 F.CTD TAB.,IBUPROFEN,800 MG/CTD TAB.,أقراص ملبسة,FOR /20/F.CTD TAB.BLISTER,معمل سلامة كيرللصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6949
XRDF-695,695,VERBET-8,BETAHISTINE,8 MG/TAB.,أقراص,FOR /20/TAB.BLISTER,معمل الأفق للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/695
XRDF-6950,6950,KANA-BENZYL LOTION,BENZYL BENZOATE,25 G/100 ML.,محلول,FOR /100/ML.LOTION IN GLASS BOTTLE,معمل القنواتي للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6950
XRDF-6951,6951,IBUPROFEN-BAHRI SUSP.,IBUPROFEN,100 MG/5 ML.,معلق فموي,FOR /100/SUSP.IN GLASS BOTTLE,شركة بحري الطبية المحدودة المسؤولية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6951
XRDF-6952,6952,KANA-BRAX CTD TAB.,CHLORDIAZEPOXIDE+CLIDINIUM BROMIDE,5 MG+2.5 MG/CTD TAB.,أقراص ملبسة,FOR /30/CTD TAB.BLISTER,معمل القنواتي للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6952
XRDF-6953,6953,IBURECT 500 SUPP.,IBUPROFEN,500 MG/SUPP.,تحاميل,FOR /10/SUPP.STRIPS,زين فارما للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6953
XRDF-6954,6954,KANA-BRAX CTD TAB.,CHLORDIAZEPOXIDE+CLIDINIUM BROMIDE,5 MG+2.5 MG/CTD TAB.,أقراص ملبسة,FOR /40/CTD TAB.BLISTER,معمل القنواتي للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6954
XRDF-6955,6955,IBURECT 60 SUPP.,IBUPROFEN,60 MG/SUPP.,تحاميل,FOR /10/SUPP.STRIPS,زين فارما للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6955
XRDF-6956,6956,KANABRONCHIT,GUAIFENESIN+CODEINE PHOSPHATE,100 MG+6.3 MG/5 ML.,شراب,FOR /100/ML.SYRUP IN GLASS BOTTLE,معمل القنواتي للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6956
XRDF-6957,6957,IBURECT125 SUPP.,IBUPROFEN,125 MG/SUPP.,تحاميل,FOR /10/SUPP.STRIPS,زين فارما للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6957
XRDF-6958,6958,KANA-BRONCHIT SYRUP,GUAIFENESIN+CODEINE PHOSPHATE,50 MG+5 MG/5 ML.,شراب,FOR /60/ML.SY.IN GLASS BOTTLE,معمل القنواتي للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6958
XRDF-6959,6959,IBUSIMOL SUSP.,PARACETAMOL+IBUPROFEN,125 MG+100MG/5ML.,معلق فموي,FOR /60/ML.SUSP.IN GLASS BOTTLE,افاميا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6959
XRDF-696,696,VOLTAGESIC-75 AMP.,DICLOFENAC SODIUM,75 MG/AMP.,محلول للحقن/حبابات,FOR/100/AMP.3ML,/الفا / المحدودة المسؤولية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/696
XRDF-6960,6960,KANA-BRONCHIT SYRUP,GUAIFENESIN+CODEINE PHOSPHATE,50 MG+5 MG/5 ML.,شراب,FOR /100/ML.SY.IN GLASS BOTTLE,معمل القنواتي للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6960
XRDF-6961,6961,IBUSIMOL SUSP.,PARACETAMOL+IBUPROFEN,125 MG+100MG/5ML.,معلق فموي,FOR /100/ML.SUSP.IN GLASS BOTTLE,افاميا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6961
XRDF-6962,6962,KANA-CID SUSP.,AL-HYDROXIDE+MG-HYDROXIDE,225 MG+200 MG/5 ML.,معلق فموي,FOR /200/ML.SUSP.IN GLASS BOTTLE,معمل القنواتي للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6962
XRDF-6963,6963,IBUSIMOL FORTE F.CTD TAB.,PARACETAMOL+IBUPROFEN,500MG+400MG/CTD.TAB.,أقراص ملبسة,FOR /20/CTD TAB.BLISTER,افاميا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6963
XRDF-6964,6964,KANA-CID SUSP.,AL-HYDROXIDE+MG-HYDROXIDE,225 MG+200 MG/5 ML.,معلق فموي,FOR /100/ML.SUSP.IN GLASS BOTTLE,معمل القنواتي للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6964
XRDF-6965,6965,IBUSIMOL-500/200 CTD TAB.,PARACETAMOL+IBUPROFEN,500MG+200MG/CTD.TAB.,أقراص ملبسة,FOR /20/CTD TAB.BLISTER,افاميا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6965
XRDF-6966,6966,KANADINE EXTRA TAB.,PARACETAMOL+CODEINE PHOSPHATE+CAFFEINE,500MG+8MG+30MG/TAB.,أقراص,FOR /30/TAB.BLISTER,معمل القنواتي للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6966
XRDF-6967,6967,IBUTAD-50 CHEW.TAB.,IBUPROFEN,50 MG/CHEW.TAB.,أقراص للمضغ,FOR /20/CHEW.TAB.BLISTER,شركة المستقبل للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6967
XRDF-6968,6968,KANADINE TAB.,PARACETAMOL+CODEINE PHOSPHATE,500 MG+8 MG/TAB.,أقراص,FOR /20/TAB.BLISTER,معمل القنواتي للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6968
XRDF-6969,6969,ICHTASOL OINT.,SULFANILAMIDE+ICHTHYOL,8 %+7.5 %,مرهم,FOR /20/G.OINT.IN ALU.TUBE,معمل التراميديكا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6969
XRDF-697,697,VERCID TAB.,FLUBENDAZOLE,100 MG/TAB.,أقراص,FOR /6/TAB.BLISTER,معمل المدينة الدوائية المحدودة المسؤولية / سيتي فارما /,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/697
XRDF-6970,6970,KANADOL AL-KANAWATI SYRUP,PARACETAMOL,160 MG/5 ML.,شراب,FOR /60/ML.SY.IN GLASS BOTTLE,معمل القنواتي للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6970
XRDF-6971,6971,ICHTASOL OINT.,SULFANILAMIDE+ICHTHYOL,8 %+7.5 %,مرهم,FOR /30/G.OINT.IN ALU.TUBE,معمل التراميديكا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6971
XRDF-6972,6972,KANADOL AL-KANAWATI SYRUP,PARACETAMOL,160 MG/5 ML.,شراب,FOR /100/ML.SY.IN GLASS BOTTLE,معمل القنواتي للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6972
XRDF-6973,6973,ICHTHYOL OINT.,ICHTHYOL,10 %,مرهم,FOR /20/G.OINT.IN ALU.TUBE,معمل اميسا,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6973
XRDF-6974,6974,KANAFERR TAB.,FERROUS FUMARATE,210 MG/TAB.,أقراص,FOR /50/TAB.BLISTER P.V.D.C.,معمل القنواتي للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6974
XRDF-6975,6975,ICHTHYOL OINT.,ICHTHYOL,10 %,مرهم,FOR /20/G.OINT.IN ALU.TUBE,ميديوتيك,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6975
XRDF-6976,6976,KANAFLAGYL SUSP.,METRONIDAZOLE,125 MG/5 ML.,معلق فموي,FOR /100/ML.SUSP.IN GLASS BOTTLE,معمل القنواتي للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6976
XRDF-6977,6977,IDIUM CAP.,LOPERAMIDE HYDROCHLORIDE,2 MG/CAP.,محافظ,FOR /20/CAP.BLISTER,المتوسط للصناعات الدوائية محدودة المسؤولية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6977
XRDF-6978,6978,KANAFLAGYL-500 TAB.,METRONIDAZOLE,500 MG/TAB.,أقراص,FOR /20/ TAB.BLISTER,معمل القنواتي للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6978
XRDF-6979,6979,IDIUM CAP.,LOPERAMIDE HYDROCHLORIDE,2 MG/CAP.,محافظ,FOR /400/CAP.BLISTER,المتوسط للصناعات الدوائية محدودة المسؤولية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6979
XRDF-698,698,VOLTAGESIC-75 AMP.,DICLOFENAC SODIUM,75 MG/AMP.,محلول للحقن/حبابات,FOR /5/ AMP.OF 3 ML.,/الفا / المحدودة المسؤولية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/698
XRDF-6980,6980,KANA-FOLIC TAB.,FOLIC ACID,5 MG/TAB.,أقراص,FOR /50/TAB.BLISTER,معمل القنواتي للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6980
XRDF-6981,6981,IDRAMID,LOPERAMIDE HYDROCHLORIDE,2 MG/CAP.,محافظ,FOR /20/CAP.BLISTER,افاميا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6981
XRDF-6982,6982,KANAGENIC SACHETS,AL-K-SULFATE+NA-PERBORATE,0.25G+3.5G/SACHET,ظروف,FOR /10/SACHETS,معمل القنواتي للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6982
XRDF-6983,6983,IDROCIL EYE DROPS,DEXAMETHASONE+NEOMYCIN SULFATE,1.25 MG+6.5 MG/1 ML.,قطرة عينية انفيةأذنية,FOR /8/ML.EYE DROPS IN GLASS BOTTLE,معمل دلتا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6983
XRDF-6984,6984,KANAGESIC TAB.,PARACETAMOL+ORPHENADRINE CITRATE,450 MG+35 MG/TAB.,أقراص,FOR /20/TAB.BLISTER,معمل القنواتي للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6984
XRDF-6985,6985,IDROCIL EYE OINT.,DEXAMETHASONE+NEOMYCIN SULFATE,0.5 MG+5.83 MG/1 G.,مرهم عيني\غرام,FOR /5/G.EYE OINT.IN ALU.TUBE,معمل دلتا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6985
XRDF-6986,6986,KANA-HYDRIN SYRUP,DIPHENHYDRAMINE HCL+AMMONIUM CHLORIDE,10 MG+100 MG/5 ML.,شراب,FOR /100/ML.SY.IN GLASS BOTTLE,معمل القنواتي للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6986
XRDF-6987,6987,ILVICON CAP.,PARACETAMOL+CHLORPHENIRAMINE MALEATE+VIT.C+CAFEINE,300MG+4MG+30MG+10MG.,محافظ,FOR /20/CAP.BLISTER,شركة أوبري للصناعات الدوائية المحدودة المسؤولية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6987
XRDF-6988,6988,KANA-HYDRIN SYRUP,DIPHENHYDRAMINE HCL+AMMONIUM CHLORIDE,10 MG+100 MG/5 ML.,شراب,FOR /60/ML.SY.IN GLASS BOTTLE,معمل القنواتي للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6988
XRDF-6989,6989,ILVICON CAP.,PARACETAMOL+CHLORPHENIRAMINE MALEATE+VIT.C+CAFEINE,300MG+4MG+30MG+10MG.,محافظ,FOR /500/CAP.BLISTER,شركة أوبري للصناعات الدوائية المحدودة المسؤولية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6989
XRDF-699,699,VEREPLACE AMP.,IRON SUCROSE,100 MG/AMP.,محلول للحقن/حبابات,FOR /5/AMP.OF 5ML.,معمل ابن حيان للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/699
XRDF-6990,6990,KANALAX CTD TAB.,BISACODYL,5 MG/CTD TAB.,أقراص ملبسة,FOR /20/CTD TAB.BLISTER,معمل القنواتي للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6990
XRDF-6991,6991,ILVIGRIP,PARACETAMOL+CHLORPHENIRAMINE MALEATE+VIT.C+CAFEINE,300MG+4MG+30MG+10MG.,محافظ,FOR /20/CAP.BLISTER P.V.D.C.,شركة ابن زهر للصناعات الصيدلانية المساهمة المغفلة الخاصة,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6991
XRDF-6992,6992,KANALAX CTD TAB.,BISACODYL,5 MG/CTD TAB.,أقراص ملبسة,FOR /30/CTD TAB.IN PLASTIC CONTAINER,معمل القنواتي للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6992
XRDF-6993,6993,IMIDAPRIL IBN HAYYAN-10 TAB.,IMIDAPRIL HCL,10 MG/TAB.,أقراص,FOR /50/TAB.BLISTER,معمل ابن حيان للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6993
XRDF-6994,6994,KANALAXIN DROPS,SODIUM PICOSULPHATE,7.5 MG/1 ML.,نقط فموية,FOR /25/ML.DROP IN GLASS BOTTLE,معمل القنواتي للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6994
XRDF-6995,6995,IMIDAPRIL IBN HAYYAN-20 TAB.,IMIDAPRIL HCL,20 MG/TAB.,أقراص,FOR /20/TAB.BLISTER,معمل ابن حيان للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6995
XRDF-6996,6996,KANALAXIN DROPS,SODIUM PICOSULPHATE,7.5 MG/1 ML.,نقط فموية,FOR /15/ML.DROPS IN PLASTIC BOTTLE,معمل القنواتي للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6996
XRDF-6997,6997,IMIDAPRIL IBN HAYYAN-20 TAB.,IMIDAPRIL HCL,20 MG/TAB.,أقراص,FOR /50/TAB.BLISTER,معمل ابن حيان للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6997
XRDF-6998,6998,KANAMETHACIN SUPP.,INDOMETHACIN,100 MG/SUPP.,تحاميل,FOR /10/SUPP.STRIP,معمل القنواتي للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6998
XRDF-6999,6999,IMILIN CREAM,LIDOCAINE+PRILOCAINE,2.5 %+2.5 %,كريم,FOR /7.5/G.CREAM IN ALU.TUBE,معمل اميسا,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/6999
